SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
1769,"b'SOESUUA12A58A7BA05'",240561,"b'Later That Day...'","b'AR0JPOG1187FB37383'",,"b'Japan'",,"b'Lyrics Born'",0.0,200.38485,1,0.0,85.012,4,0.189,"b'Bad Dreams'",2003
1770,"b'SOHLRVJ12A8C13A9A2'",104787,"b"Life Won't Wait"","b'ARF84A41187B9A34E7'",37.87869,"b'Bay Area CA'",-121.94345,"b'Rancid'",0.0,113.47546,8,0.346,190.922,3,0.167,"b'Black Lung (Album Version)'",0
1771,"b'SOJRJDG12AF72A7B93'",482768,"b'Ladies And Gentlemen... The Best Of George Michael'","b'ARAKARO1187B9A1EB6'",51.50632,"b'London England'",-0.12714,"b'George Michael'",0.0,281.33832,10,0.965,127.844,4,0.675,"b'Praying For Time'",1990
1772,"b'SOBWIWM12A8C13BA6D'",113416,"b'20 Suosikkia / Karjalan Marjaana'","b'ARVJSJY1250940FA2B'",,"b''",,"b'Tulipunaruusut'",0.0,209.34485,7,0.326,118.577,4,0.0,"b'Ilta Oulunjoella'",0
1773,"b'SOTNNLV12A8C1344BF'",287254,"b'The Essential Stevie Ray Vaughan And Double Trouble'","b'AR32ETX1187B9A792F'",,"b''",,"b'The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan'",0.0,208.48281,8,0.588,117.947,4,1.0,"b'Telephone Song'",1990
1774,"b'SOZIGEW12AB0183C28'",360812,"b'Babe Ruth'","b'ARX14WH1187FB50649'",51.76102,"b'Hatfield Hertfordshire England'",-0.23396,"b'Babe Ruth'",0.0,365.16526,4,0.471,111.315,4,0.0,"b'Dancer (2007 Digital Remaster)'",1975
1775,"b'SOHCBTN12A8C134568'",251858,"b'Live'","b'ARGIABO1187FB4B3B5'",35.32689,"b'Robbinsville NC'",-83.80489,"b'Ronnie Milsap'",0.0,151.37914,7,0.0,112.88,4,0.375,"b"Don't You Know How Much I Love You"",1983
1776,"b'SOCVAQV12A8C13627A'",99148,"b'Wangetti'","b'ARYKXSD1187B9A4DAD'",,"b''",,"b'David Hudson'",0.0,350.56281,10,0.726,166.989,4,0.439,"b'Monkey & Turtle'",0
1777,"b'SOMCIIM12A8AE49622'",281447,"b'Time Machine'","b'ARNZ70R1187B9A4824'",,"b'Westbury Long Island NY'",,"b'Joe Satriani'",0.0,469.60281,4,0.467,100.171,3,0.499,"b'Echo'",1987
1778,"b'SOHJYGD12A8C13CF7F'",300031,"b'Stomping Ground'","b'AR8ZQ9T1187FB56FE5'",,"b'Miami Florida'",,"b'Goldfinger'",0.0,128.49587,7,0.394,185.409,4,0.225,"b"I'm Down"",0
1779,"b'SOXVMXO12A8C13EAFA'",113410,"b'None But The Lonely Heart'","b'ARA82JG1187FB36131'",40.76596,"b'Shenandoah IA'",-95.3756,"b'Charlie Haden & Chris Anderson'",0.0,412.21179,2,0.156,115.007,4,0.578,"b'Alone Together'",0
1780,"b'SOIRHHH12AB01807F0'",396352,"b'Wanita'","b'ARUW6HS1187FB3F028'",,"b''",,"b'Rokia Traor\xc3\xa9'",0.0,340.50567,7,0.339,96.311,4,0.484,"b'Ch\xc3\xa2teau de sable'",2000
1781,"b'SOCPWZF12A8C1359F0'",237660,"b'Descarga Espectacular'","b'ARHEQ501187FB4F898'",,"b''",,"b'Fruko Y Sus Tesos'",0.0,249.05098,0,0.534,140.462,4,0.369,"b'El Ausente/ El Preso/ El Caminante/ Tania'",0
1782,"b'SOAWTOB12AAA15DA18'",431442,"b'Live At Wacken Open Air 2006 - A Night Of Emperial Wrath'","b'ARYPWUK1187B98ACED'",64.55653,"b'Norway'",12.66538,"b'Emperor'",0.0,508.96934,11,0.219,162.733,4,0.664,"b'With Strength I Burn'",0
1783,"b'SOIHJSD12A6701EB04'",15638,"b'Use Your Illusion II'","b'ARM7EDF1187B9B3FA1'",,"b''",,"b"Guns N' Roses"",0.0,524.87791,1,0.63,118.101,4,0.596,"b'Locomotive (Complicity)'",1991
1784,"b'SOAKDML12AB018208C'",503347,"b'X Communication : Trilogy II'","b'ARDPTGD1187B9AD361'",36.87652,"b'Sikeston MO'",-89.58828,"b'Brand X'",0.0,292.5971,6,0.789,71.608,1,0.216,"b'Zero Db (drum solo by Frank Katz)'",0
1785,"b'SOJKLCP12AB0183BA1'",520602,"b'Trace My Track'","b'ARKN6D91187B9B09A2'",,"b''",,"b'Speaker'",0.0,188.29016,9,0.438,131.968,4,0.565,"b'Joking'",1999
1786,"b'SOMSHEH12AB017BA1F'",331203,"b'Poolside : Mykonos'","b'ARALUOY122988FD079'",,"b''",,"b'Christos Kedras'",0.0,321.64526,0,0.489,119.331,4,0.67,"b'Water Blazz (Chill House mix)'",0
1787,"b'SONJFLA12AB018BB67'",817892,"b'Lagian Ne Maujan'","b'AR1ZHYZ1187FB3C717'",,"b''",,"b'Faiz Ali Faiz'",0.0,879.69914,3,0.0,141.231,3,0.017,"b'Lagian ne maujan'",0
1788,"b'SOMLAJJ12A8C138EAC'",262113,"b'Home For The Holidays'","b'ARTF2KG1187B98DDD1'",,"b''",,"b'Gold City'",0.0,165.09342,7,0.627,194.028,4,0.406,"b'What Child Is This?'",0
1789,"b'SOMLFVN12A8C136135'",150863,"b'San Juan Suite/San Juan Suite II: Narada Classics'","b'ARTK5LU1187B9A654C'",,"b''",,"b'Michael Gettel'",0.0,330.97098,7,0.369,101.529,4,0.406,"b'Safe Passage'",1996
1790,"b'SOBCTDP12A6D4F7602'",21200,"b'The Stooges [Deluxe Edition]'","b'ARLR9U31187B9A71AD'",42.32807,"b'Ann Arbor MI'",-83.7336,"b'The Stooges'",0.0,169.66485,11,0.755,148.458,5,0.444,"b'Not Right (Remastered LP Version)'",0
1791,"b'SOXAOIN12A8C138D34'",297013,"b'Greatest Hits'","b'ARR5CEB1187FB5A3FF'",,"b''",,"b'Restless Heart'",0.0,210.46812,9,0.568,114.382,4,0.0,"b"That Rock Won't Roll"",1986
1792,"b'SOAGRCT12AAF3B5E13'",434249,"b'Match Box Blues'","b'AR6DGPH1187B998587'",35.83073,"b'Tennessee'",-85.97874,"b'David Evans'",0.0,250.56608,7,0.221,86.201,4,0.0,"b'Prison Bound Blues'",0
1793,"b'SOYTIQH12AB0181485'",337141,"b'Play Cool'","b'ARRTP2G1187B9AF916'",,"b''",,"b'Will Pan'",0.0,235.85914,8,0.265,121.988,4,0.769,"b'Shuo Ni Ai Wo'",0
1794,"b'SOIGNJY12A8C13AE1A'",265303,"b'Wake The Sleeper'","b'AR87K371187FB5AA8E'",,"b'London England'",,"b'Uriah Heep'",0.0,212.84526,4,0.309,127.962,3,0.161,"b'Wake The Sleeper'",2008
1795,"b'SOWRBWU12A8C13969D'",105411,"b'Fantasie [Deluxe Edition]'","b'AR6896B1187B98FADA'",,"b''",,"b'Paso Doble'",0.0,327.83628,0,0.569,115.633,4,1.0,"b'Fantasie (Extended Version)'",0
1796,"b'SODIRMS12A8C140C52'",701622,"b'Carrier Track'","b'ARSBZSV1187B989B86'",,"b''",,"b'Stress Assassin'",0.0,229.53751,0,0.0,163.725,7,0.365,"b'EU A4'",2003
1797,"b'SOAZRCH12AB017A84D'",484161,"b'The Reckoning'","b'ART1R9I1187B9B3324'",,"b''",,"b'Margaret Becker'",0.0,261.04118,9,0.757,149.916,4,0.411,"b'Start The Fire'",1989
1798,"b'SOZFHFF12A6701E914'",9552,"b'En las cosas del amor...'","b'AR7BODP1187B9B7766'",,"b'CANADA - Ontario'",,"b'Abracadabra'",0.0,144.90077,11,0.491,164.192,4,0.751,"b'Te estoy saboreando'",0
1799,"b'SOAHFGP12A6D4FB62E'",240395,"b'Chicago R&B [Parrot R&B]'","b'ARCYJTW11F4C840F74'",,"b'California'",,"b'Orchids'",0.0,175.98649,10,0.0,101.485,3,1.0,"b'You Said You Loved Me'",0
1800,"b'SOQRFVZ12A8C13A4C6'",159947,"b'Modelo Para Armar'","b'ARJRQL51187FB541AB'",,"b''",,"b'Juan Carlos Baglietto'",0.0,220.99546,2,0.689,100.855,4,1.0,"b'Salzanitos'",0
1801,"b'SOCDZMU12A8C13C256'",298752,"b'Bully'","b'ARF1PSM1187B9B802A'",,"b''",,"b'Sugarbomb'",0.0,219.74159,2,0.367,139.778,4,0.701,"b'Gone'",2001
1802,"b'SOAGRTC12AC468B954'",700059,"b'Strictly The Best Vol. 15'","b'ARMPQIE1187FB3D4EB'",,"b'Kingston Jamaica'",,"b'Bounty Killer'",0.0,227.5522,1,0.577,114.272,5,1.0,"b'Ask Fi War'",0
1803,"b'SOKNFFM12A81C216F3'",130398,"b'Gaia II'","b'AR7ZI7Z1187B98BF55'",,"b''",,"b'Mago de Oz'",0.0,380.682,2,0.184,110.255,5,0.679,"b'Desde mi cielo'",2005
1804,"b'SORVXFP12A81C22116'",180927,"b'Vis\xc3\xa3o Futur\xc3\xadstica Do Passado'","b'ARTP2PK1187B98FECA'",,"b''",,"b'Quinteto Violado'",0.0,202.47465,2,0.381,161.518,4,0.475,"b'Olha Pro Ceu'",0
1805,"b'SOFMQDK12AF729D3C8'",557792,"b'Cuban Ballerina'","b'ARATR0U1187B9B76D0'",,"b'San Francisco CA'",,"b'Dead To Me'",0.0,145.55383,4,0.518,201.123,4,0.0,"b"Don't Lie"",2006
1806,"b'SOKEBYL12A6D4F6FBF'",25453,"b'Heroes And Villains'","b'ARYYTAY1187B9B5F9D'",,"b'Los Angeles CA'",,"b'Paloalto'",0.0,289.59302,4,0.725,152.0,4,1.0,"b'Seed'",0
1807,"b'SOQTSEW12AB0180ED2'",407754,"b'Die besten Tage sind gez\xc3\xa4hlt'","b'AR2P71H1187B9B8C00'",,"b'DE'",,"b'Kool Savas'",0.0,79.93424,6,0.0,81.224,5,0.647,"b'Warum rappst du?'",2000
1808,"b'SOCEKJL12AAFF44A8E'",771267,"b'We Are Enterprise: The Album to Benefit The Rebuilding of Enterprise High School'","b'AR5OB9M1187FB52F29'",,"b'Savannah TN'",,"b'Darryl Worley'",0.0,261.642,7,0.555,96.716,4,0.79,"b"Katie's Song"",0
1809,"b'SOCYBQD12A8C143029'",378580,"b'The Trials Of Job'","b'ARIOTFR1187B98F316'",,"b'United States'",,"b'Mykill Miers'",0.0,263.3922,11,0.605,172.485,4,0.502,"b'Get Money'",0
1810,"b'SODXHIZ12A58A7A889'",602374,"b"Texas Hold'em"","b'ARY1K701187B9A43A9'",,"b''",,"b'Joe McBride'",0.0,314.06975,0,0.445,91.979,4,0.833,"b'One Eyed Jack'",2005
1811,"b'SOCLAFZ12AF72A6D7F'",148128,"b"Immigrant's Daughter"","b'ART1R9I1187B9B3324'",,"b''",,"b'Margaret Becker'",0.0,192.62649,0,0.721,96.848,3,0.889,"b'Stay Close To Me'",0
1812,"b'SODMLAB12A8C1441D2'",314190,"b'The Long Way Home'","b'AROYBLU1187B99A255'",,"b''",,"b'Jarvis Church'",0.0,231.73179,8,0.692,119.976,4,1.0,"b'So Beautiful'",0
1813,"b'SOMRWKM12A8C13AEC9'",301445,"b'The Fabulous Mae West And Other Wonderful Girls'","b'ARFLD291187B9966AA'",30.2676,"b'Austin TX'",-97.74298,"b'Damita Jo'",0.0,182.33424,10,0.209,110.058,4,0.126,"b'Face To Face'",0
1814,"b'SOFNFIL12A8AE47377'",2004,"b'Snivilisation'","b'ARD5K161187B9AC784'",51.27562,"b'Sevenoaks United Kingdom'",0.17898,"b'Orbital'",0.0,933.642,0,0.36,95.315,1,1.0,"b'Are We Here ?'",1994
1815,"b'SOTURND12AB0183FF9'",490203,"b"Debout l\xc3\xa0 d'dans"","b'ARWWDSC1269FCD4D06'",,"b''",,"b'Minist\xc3\xa8re des Affaires Populaires'",0.0,140.12036,2,0.686,66.963,1,0.47,"b'Bagdad by night'",0
1816,"b'SOQYRCZ12A6D4FC618'",271398,"b'Mes Ann\xc3\xa9es Disco'","b'ARSKATF1187B98A622'",,"b''",,"b'Alain Turban'",0.0,219.19302,1,0.111,134.837,4,1.0,"b'Santa Monica (Version Originale 1980)'",0
1817,"b'SOZGZSN12A8C1407E3'",223456,"b'Amerijuanican'","b'ARRH2S81187B98C8AA'",43.07295,"b'Madison Wisconsin'",-89.38669,"b'Bongzilla'",0.0,419.68281,11,0.109,91.498,3,1.0,"b'Cutdown'",2005
1818,"b'SOSSUGT12A8C138F9F'",211112,"b'Un Mundo De Sensaciones'","b'ARO0R521187B98A2D1'",,"b''",,"b'2 Minutos'",0.0,88.58077,5,0.083,203.994,1,0.0,"b'Rompan Todo'",2006
1819,"b'SOXHSTL12A8C13B5A6'",212480,"b'Halcyon - The Platinum Collection'","b'ARD5K161187B9AC784'",51.27562,"b'Sevenoaks United Kingdom'",0.17898,"b'Orbital'",0.0,192.20853,5,0.352,120.938,4,1.0,"b'Chime (edit)'",1990
1820,"b'SOXAUYW12A6D4F7DAB'",25564,"b'Harder Faster'","b'ARFKYG51187FB4CE41'",44.64616,"b'Halifax Nova Scotia Canada'",-63.57392,"b'April Wine'",0.0,179.04281,2,0.983,166.036,1,0.0,"b'Say Hello'",1979
1821,"b'SOQYGKF12A6D4F77EC'",756547,"b'The Dolly Parton Classics'","b'ARYJSY01187B9B7C65'",,"b'Locust Ridge TN'",,"b'Dolly Parton'",0.0,152.45016,8,0.033,95.981,4,0.959,"b"I'm Not Worth the Tears"",1967
1822,"b'SOWBHDA12A58A7A398'",245146,"b'La Habana Tiene...'","b'ARSSW5A1187FB4B5E5'",,"b''",,"b'Estrellas Cubanas'",0.0,324.91057,2,0.152,174.554,1,0.0,"b'Fin De Semana'",0
1823,"b'SOWWEWC12A6D4F8A87'",28356,"b'All In The Mind'","b'AR19GQN1187FB3ACF5'",40.71455,"b'New York NY'",-74.00712,"b'The Bucketheads'",0.0,383.16363,1,0.459,121.896,4,0.911,"b'Little Louie Bonus'",1995
1824,"b'SOWOKYQ12AB018637E'",554224,"b'Al Denson'","b'ARDHNC31187B9A1898'",,"b''",,"b'Al Denson'",0.0,299.33669,10,0.231,118.017,4,0.856,"b'Love Is Taking Hold'",0
1825,"b'SOGEQKA12A6D4FA27C'",53181,"b'Best Of Whitesnake'","b'ARASYMJ1187B9ACAF2'",51.50632,"b'London England'",-0.12714,"b'Whitesnake'",0.0,252.08118,11,0.672,125.022,4,0.24,"b"Love Ain't No Stranger (2003 Digital Remaster)"",2003
1826,"b'SOBJOLG12A8C13CC69'",160998,"b'Lo Compilation Mix By Susumu Yokota'","b'AROJAG11187B9B71A3'",51.50632,"b'London'",-0.12714,"b'The Chap'",0.0,170.05669,9,0.326,72.073,4,1.0,"b'We Are Not Impartial'",2006
1827,"b'SOODNBV12A8C139FC7'",297303,"b'Maire'","b'ARHOCKY11E2835D7CB'",,"b''",,"b'M\xc3\xa1ire Brennan'",0.0,244.74077,0,0.304,84.826,5,0.74,"b'Atlantic Shore'",0
1828,"b'SOJCBAM12A6701FD04'",14421,"b'Gran Turismo'","b'AREHK7O1187B9ADDD7'",,"b'J\xef\xbf\xbdping Sweden'",,"b'The Cardigans'",0.0,296.85506,3,0.0,145.271,4,0.735,"b'Paralyzed'",1998
1829,"b'SOJEEKG12A8AE48C77'",138186,"b'The Day After'","b'ARSE5NP1187B9B98AB'",,"b'Chicago IL'",,"b'Twista'",0.0,200.98567,7,0.003,90.158,4,0.685,"b'The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version)'",2005
1830,"b'SOYFMKG12A58A80C70'",774736,"b'Viva Dictators'","b'ARMYPSO11F50C49252'",40.71455,"b'NY - New York City'",-74.007118,"b'Dictators'",0.0,246.36036,0,0.457,130.786,4,0.345,"b'Weekend'",0
1831,"b'SOLYAFD12A6702090E'",12757,"b'All Or Nothing'","b'AR2XI6G1187B9AE7DA'",,"b'Bronx NY'",,"b'Fat Joe'",0.0,211.59138,5,0.246,100.783,4,1.0,"b"Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05]"",2005
1832,"b'SONWVYC12A58A7DB0C'",436396,"b'Kuschelrock 19'","b'ARBUOOR1187B997391'",,"b'Manchester England'",,"b'Oasis'",0.0,289.2273,0,0.446,162.069,4,0.732,"b"Don't Go Away"",0
1833,"b'SOSTBCB12A58A75D60'",715982,"b'Seasons Of The Scythe'","b'ARTOCWH11F50C4CE12'",,"b''",,"b'The Accursed'",0.0,171.15383,0,0.204,128.928,1,0.0,"b'Slaughter The Gods'",0
1834,"b'SOLKBKQ12A8C13400C'",87397,"b'LIVE IN CONCERT'","b'ARHT0B11187B993CB3'",30.22032,"b'Lafayette LA'",-92.01705,"b'Eddy Raven'",0.0,204.85179,5,0.92,133.428,1,0.061,"b'I WANNA HEAR IT FROM YOU'",1995
1835,"b'SOGOJEP12AB018D355'",675211,"b'Ghetto Fabolous [Explicit Version]'","b'AR3FE581187FB3F90A'",,"b'Brooklyn NY'",,"b'Fabolous'",0.0,225.14893,1,0.164,200.435,4,1.0,"b"Ma' Be Easy [Explicit Version]"",0
1836,"b'SOJPZIX12AB018B2BD'",769725,"b'Riddim Of Silence'","b'ARJJRZ41187FB4C856'",,"b''",,"b'Floor'",0.0,211.90485,0,0.045,160.598,4,0.0,"b'Heather'",2009
1837,"b'SOFAWJJ12AB0180A39'",543041,"b'Aitai'","b'ARVFGPJ1187B9A2477'",,"b''",,"b'Michelle & Vickie'",0.0,190.56281,10,0.226,113.373,5,0.686,"b'Party For Pink'",0
1838,"b'SOMDVKP12AAF3B3CD6'",529684,"b'Hi-Bias: Club Life 3'","b'AR8K7ET1187B997ABC'",,"b''",,"b'Sulk'",0.0,552.93342,11,0.005,127.92,4,0.0,"b'Only You (Chimi-Changa Club Mix)'",0
1839,"b'SOMDTTT12A8C13F1CB'",303421,"b'Soul Friends'","b'ARISHTQ1187FB3E6F0'",,"b''",,"b'Ben E. King'",0.0,167.3922,10,0.608,86.819,4,0.476,"b'Let It Be Me'",0
1840,"b'SOGQTEC12A6D4FC958'",275032,"b'Club Trafikana'","b'ARKULSX1187FB45F84'",39.49974,"b'Utah'",-111.54732,"b'Trafik'",0.0,505.67791,10,0.777,125.012,4,1.0,"b'Smoke'",0
1841,"b'SOHZHHE12A8C1360C0'",144765,"b'Quod Superius Sicut Inferius'","b'ARF3L8J1187B9B7866'",37.97615,"b'Athens Greece'",23.73641,"b'Astarte'",0.0,515.36934,4,0.596,129.088,3,0.453,"b'Oblivious Darkness'",2002
1842,"b'SOBQSLF12A8C139785'",296721,"b'The Heart Of Christmas'","b'ARLNSD41187FB4D9A0'",42.50382,"b'Italy'",12.57347,"b'Sergio Franchi'",0.0,170.94485,8,0.217,69.768,4,1.0,"b'Silent Night'",1987
1843,"b'SOLAZFN12AB018A094'",725669,"b'Afro-Indio'","b'AR1N6N61187FB4E25E'",23.0833,"b'Havana Cuba [Jesus Maria]'",-82.4167,"b'Mongo Santamaria'",0.0,194.76853,2,0.579,118.295,1,0.0,"b'Lady Marmalade'",1975
1844,"b'SOWPNDT12A8C145BB6'",378995,"b"Award-Winning Movie Themes : The 70's"","b'ARYKFVV1187FB3CA6B'",,"b''",,"b'The London Pops Orchestra'",0.0,198.89587,10,0.434,71.312,1,0.0,"b'The Way We Were'",0
1845,"b'SOGMROZ12A679D8AE9'",16027,"b'Message In A Box'","b'ARIPLUN1187B99B9F9'",,"b'London England'",,"b'The Police'",0.0,313.70404,9,0.832,85.207,5,0.847,"b'Wrapped Around Your Finger'",1983
1846,"b'SOJUJQF12AB0186EDE'",508188,"b'Le Bruit De Ma Vie'","b'ARZBYDY1187FB46DD7'",42.54843,"b'Vernet les Bains'",2.38596,"b'Cali'",0.0,207.49016,0,0.693,153.667,4,0.157,"b'Pour Jane (Live Acoustique)'",0
1847,"b'SOYYADY12AC468EBDA'",687092,"b'Oh Happy Day'","b'AR5M3681187B998D11'",37.80506,"b'Oakland CA'",-122.27302,"b'Edwin Hawkins'",0.0,358.19057,6,0.534,91.215,3,0.412,"b"I'm Going Through"",0
1848,"b'SOTYGMX12AB018A0BA'",769774,"b'M\xc3\xa8ci'","b'ARZKRD01187FB45FD2'",,"b''",,"b'Edith Lefel'",0.0,246.30812,11,0.631,135.099,4,0.458,"b"L'a f\xc3\xaate komine"",1992
1849,"b'SOIQYOV12A8C143ED6'",372930,"b'Blues Masters Vol. 4'","b'ARDNQ0R1187B9BA1EF'",29.95369,"b'New Orleans LA'",-90.07771,"b'Lonnie Johnson'",0.0,298.13506,5,0.879,70.317,4,0.0,"b'Raining On The Cold_ Cold Ground'",0
1850,"b'SOPMPSP12AB0186961'",721962,"b'What! What! Volume 1'","b'ARM2WL31187B9A3D69'",,"b'Michigan'",,"b'F.l.y.'",0.0,20.79302,3,0.058,87.63,3,1.0,"b'Shit 3 Outro'",0
1851,"b'SOFPSXO12AB017E22C'",496090,"b'Tonedeaf'","b'ARHKW8K1187FB4C9A2'",,"b''",,"b'Orbit'",0.0,254.45832,4,0.502,142.351,3,1.0,"b'Nice Ride'",0
1852,"b'SOJGCRU12A8C1323B7'",285737,"b'Desire/Blood On The Tracks/Street Legal'","b'AR5FP401187FB523C9'",,"b'Duluth MN'",,"b'Bob Dylan'",0.0,278.96118,9,0.557,80.7,4,0.0,"b'New Pony'",1978
1853,"b'SOKKSSP12AB0183B30'",545825,"b'World Music Vol. 24: The Sound Of The Caribbean'","b'AR9HQ6Y1187FB3C2CB'",,"b''",,"b'Orlando Pops Orchestra'",0.0,146.59873,7,0.063,80.79,4,1.0,"b'El Manisero'",0
1854,"b'SOWORNS12AB018C280'",753502,"b'Sugar Coated Lover'","b'ARGF5QG1187B9AC84F'",,"b''",,"b'Geiom Ft. Marita'",0.0,291.26485,6,0.052,140.989,4,0.58,"b'Sugar Coated Lover'",0
1855,"b'SORXWXC12A6D4F87B3'",34757,"b'Les Ann\xc3\xa9es Chansons'","b'ARJIE2Y1187B994AB7'",,"b''",,"b'Line Renaud'",0.0,146.15465,7,0.799,137.567,4,0.309,"b'Gwendolina'",1994
1856,"b'SOUDMHF12AAF3B4AB9'",529514,"b'Tiny Blue Biosphere'","b'AREOREU1187B99AACD'",-41.28054,"b'Wellington'",174.76714,"b'Rhian Sheehan'",0.0,314.48771,8,0.415,216.023,4,0.7,"b'Degrees of Freedom'",2002
1857,"b'SOWXEIB12AC90756AC'",601856,"b'We Are One'","b'ARGRTPZ1257509D28A'",,"b''",,"b'David Saylor'",0.0,273.34485,11,0.391,112.998,4,0.787,"b'This Time'",0
1858,"b'SOJIDXQ12A58A7EC7A'",95072,"b'Songs of the US Armed Forces'","b'ARCVMYS12454A51E6E'",,"b''",,"b"The Sun Harbor's Chorus-Documentary Recordings"",0.0,137.84771,10,0.035,122.842,1,0.0,"b'US Air Force'",0
1859,"b'SOZEQVC12AC468E38B'",747166,"b"Long 'Bout Midnight"","b'AR6KK741187B98C9E9'",,"b'New Orleans LA'",,"b'Roy Brown'",0.0,163.83955,3,0.214,154.631,4,1.0,"b"Love Don't Love Nobody"",0
1860,"b'SOXZWTN12A58A7C2A4'",138490,"b'Photographs'","b'ARUIO0J1187FB3D7D7'",,"b'Chicago IL'",,"b'Mest'",0.0,255.50322,7,0.327,176.16,4,0.615,"b'Tonight Will Last Forever (Album Version)'",2005
1861,"b'SOFEOPN12AC468D446'",747122,"b'Discografia Completa Vol.5'","b'ARYN8YT1187FB38396'",,"b''",,"b'Los Iracundos'",0.0,188.05506,5,0.907,93.283,3,0.66,"b"Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me)"",0
1862,"b'SOTREAP12A8AE46FE2'",235159,"b'Golden Gospel Favorites'","b'ARQIWOW11F4C840FF1'",38.2589,"b'Missouri'",-92.43659,"b'Cumberland Quartet'",0.0,192.88771,3,0.0,150.75,4,0.0,"b'One Day At A Time'",0
1863,"b'SOBEWIS12AB0182D75'",326902,"b'Another Somebody Done Somebody Wrong Song'","b'ARXZIHJ1187B9A4ED9'",41.94508,"b'Attleboro MA'",-71.28109,"b'Ray Conniff'",0.0,210.18077,8,0.979,172.514,1,0.079,"b'My Melody Of Love'",0
1864,"b'SOCCMDY12AB01877A8'",570577,"b'101 Great Black Gospel_ Vol. 4'","b'ARNG61X1187B98C7DF'",33.43451,"b'Talladega AL'",-86.10269,"b'Five Blind Boys of Alabama'",0.0,131.81342,10,0.529,93.417,4,1.0,"b"I've Got a Home"",2008
1865,"b'SOFORRV12AB01840C4'",799732,"b'Talkin Latin Vol.13 : Brazil sounds'","b'ARQCHDN1187FB4C7C2'",-22.97673,"b'Rio de Janeiro Brazil'",-43.19508,"b'Luiz Bonfa'",0.0,151.09179,10,0.0,130.272,4,0.0,"b'Olhos Ciganos'",0
1866,"b'SODVIWU12A6D4FCDA6'",175116,"b'Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935'","b'ARRU9GR1187FB43F56'",33.46797,"b'Thomson GA'",-82.50293,"b'Blind Willie McTell'",0.0,191.73832,3,0.623,131.624,3,0.293,"b'Writing Paper Blues'",1927
1867,"b'SOTKEUY12AB017E3E3'",534407,"b'Hushabye Baby : Lullaby Renditions of Country Music Favorites Volume 1'","b'ARBMHBC11F4C8403A2'",,"b''",,"b'Hushabye Baby'",0.0,227.52608,3,0.245,147.853,4,0.323,"b'So Small (Lullaby Rendition of Carrie Underwood)'",0
1868,"b'SOWFOMV12AB017D884'",630620,"b'Chupi Guay - Canciones para jugar  CD 1'","b'AR99OWM11C8A4149FD'",46.25605,"b'Valais/Suisse'",7.6244,"b'Arco Iris'",0.0,201.03791,4,0.688,131.857,4,0.811,"b'Felicidades'",0
1869,"b'SOUATDY12AB0185157'",394700,"b'No Line On The Horizon'","b'ARUJ5A41187FB3F5F1'",,"b'Dublin Ireland'",,"b'U2'",0.0,316.96934,7,0.537,187.844,4,0.543,"b'FEZ-Being Born'",2009
1870,"b'SOBRUSQ12A6701DF34'",14219,"b'The Woman In Me'","b'ARUJZFJ1187B9B135F'",,"b'Timmins Ontario Canada'",,"b'Shania Twain'",0.0,278.54322,6,0.847,82.789,5,0.372,"b'Raining On Our Love'",1995
1871,"b'SOTBVCU12AB0187B3C'",764372,"b'Mash Up Mix 90s'","b'AR3NPVS1187FB5108F'",48.85692,"b'Paris France'",2.34121,"b'Les Rythmes Digitales/ Tzant Feat. ODC MC'",0.0,186.40934,6,0.599,86.113,3,1.0,"b'Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix)'",0
1872,"b'SOIMYXI12AB018106C'",343568,"b'Freedom'","b'ARCGJ6U1187FB4D01F'",,"b'St. Louis MO'",,"b'Akon'",0.0,266.89261,5,0.545,126.983,4,1.0,"b'Over The Edge'",2008
1873,"b'SOICIZT12A6D4F6751'",48012,"b'Cajun Tradition'","b'AR1JGQT1187FB56878'",30.23513,"b'Rayne LA'",-92.26831,"b'Jo-El Sonnier'",0.0,168.04526,2,0.004,144.649,3,0.751,"b'Les Grande Bois'",0
1874,"b'SOICTFT12AB0187B69'",560096,"b'No Compromise'","b'ARQXJW51187B9AEE27'",44.00118,"b'New Hampshire'",-71.6342,"b'Since The Flood'",0.0,117.08036,2,0.308,189.987,4,0.622,"b'All For Nothing'",2007
1875,"b'SOQSXNC12A8C133130'",141904,"b'Legendary Country Blues Artists - CD C'","b'ARJ7NR71187FB437B7'",35.5953,"b'Brownsville TN'",-89.26212,"b'Yank Rachell'",0.0,184.73751,4,0.578,91.589,1,0.089,"b'My Mind Got Bad'",0
1876,"b'SOSWVUB12A6D4FCB1D'",177199,"b'Viaje'","b'ARQR8Y51187B9B8E9C'",,"b''",,"b'La Mancha De Rolando'",0.0,243.98322,4,1.0,100.046,4,0.991,"b'Melodia Simple'",2003
